courseId,chapterId,lessonId,topicId,topicTitle,videoUrl,description,order
course_1,ch_1_01,les_1_01_01,topic_1_01_01_1,Entering the Battlefield – QMS Basics & SOP Gap Review,https://www.youtube.com/watch?v=rAfeJBhGwYQ,"Unlock the essentials of Quality Management Systems (QMS) and discover how to identify and fix SOP gaps. This video provides quick, practical insights to boost your organization’s quality and compliance. Perfect for beginners and quality professionals!",1
course_1,ch_1_01,les_1_01_02,topic_1_01_02_1,Control the Arsenal – Document Versioning & Register Mastery,https://www.youtube.com/watch?v=-WWk8gdnqCc,"Master the art of document control with this guide on versioning and register management. Learn how to keep your records accurate, up-to-date, and audit-ready, ensuring your organization stays compliant and efficient. Perfect for anyone managing quality or regulatory documents!",1
course_1,ch_1_01,les_1_01_03,topic_1_01_03_1,Spot the Breach – Deviation Detection & Rapid Reporting,https://www.youtube.com/watch?v=JvIG72rXh6Y,"Quickly identify deviations and learn rapid reporting techniques to protect your organization’s quality standards. This video covers practical methods to spot breaches early and streamline incident reporting, helping you maintain compliance and prevent bigger issues. Ideal for quality teams and process owners!",1
course_1,ch_1_01,les_1_01_04,topic_1_01_04_1,Strike Back – Root Cause Analysis & CAPA Drafting,https://www.youtube.com/watch?v=f_-7oeQJJi0,"Learn how to tackle problems head-on with effective Root Cause Analysis and CAPA drafting. This video shows you how to uncover the real issues behind deviations and create strong corrective and preventive action plans, keeping your quality system robust and proactive. Perfect for professionals aiming to drive continual improvement",1
course_1,ch_1_01,les_1_01_05,topic_1_01_05_1,First Combat Drill – Internal Audit & Document Inspection Simulation,https://www.youtube.com/watch?v=9mNaAf98Ce8,"Step into your first quality combat drill with an engaging simulation of internal audits and document inspections. This video guides you through practical techniques for auditing and reviewing documents, helping you build confidence and sharpen your skills for real-world compliance challenges. Ideal for beginners and aspiring auditors!",1
course_1,ch_1_01,les_1_01_06,topic_1_01_06_1,Defend the Lab – OOS/OOT Identification & First-line Investigation,https://www.youtube.com/watch?v=rj0NVCIxpKc,"Strengthen your lab’s defenses by mastering OOS (Out of Specification) and OOT (Out of Trend) identification and first-line investigations. This video teaches you how to spot unusual results quickly and initiate effective preliminary actions, safeguarding data integrity and compliance. Perfect for analysts and lab supervisors!",1
course_1,ch_1_01,les_1_01_07,topic_1_01_07_1,Guard the Data – ALCOA+ & Data Integrity Auditing,https://www.youtube.com/watch?v=oBztDkHzpWY,"Learn how to protect your organization’s data with ALCOA+ principles and data integrity auditing. This video explains the pillars of data integrity—Attributable, Legible, Contemporaneous, Original, Accurate, plus additional criteria—and provides practical tips for effective audits. Essential viewing for lab professionals and quality managers!",1
course_1,ch_1_01,les_1_01_08,topic_1_01_08_1,Full-Scale Operation – Deviation to CAPA Lifecycle Simulation,https://www.youtube.com/watch?v=jIEbLMx4QIE,"Experience a full-scale quality operation with this simulation of the entire lifecycle from deviation detection to CAPA implementation. This video walks you through each step—identifying a deviation, investigating the root cause, drafting CAPA, and ensuring follow-up—offering practical insights for managing quality events efficiently. Ideal for quality assurance professionals and teams!",1
course_1,ch_1_01,les_1_01_09,topic_1_01_09_1,The War Game – Integrated QA/QC Crisis Assignment,https://www.youtube.com/watch?v=qBimzO6lthA,"Step into “The War Game” with an integrated QA/QC crisis assignment simulation. This video challenges you to handle real-world quality assurance and quality control emergencies, coordinating rapid responses, investigations, and solutions. Build teamwork, sharpen decision-making, and prepare for any QA/QC crisis!",1
course_1,ch_1_02,les_1_02_01,topic_1_02_01_1,Entering the Ward Zone – Hospital QMS Framework & Accreditation Codes,https://www.youtube.com/watch?v=KQ0IWnrakRQ,"Introduces the hospital QMS framework and accreditation standards to ensure consistent, high-quality care delivery. Strengthens compliance, quality assurance, and drives continuous improvement across all clinical operations.",1
course_1,ch_1_02,les_1_02_02,topic_1_02_02_1,Code Control – SOP Command Chains & Access Authority,https://www.youtube.com/watch?v=L2NNbN50B9Y,"Defines structured SOP chains and access authority to maintain operational discipline. Ensures accountability, compliance, and secure execution of critical healthcare protocols.",1
course_1,ch_1_02,les_1_02_03,topic_1_02_03_1,Vitals Check – Patient Safety Indicators & Risk Flagging,https://www.youtube.com/watch?v=5OxvXhI69Wo,Enables real-time monitoring of key health parameters with early warning alerts. Supports timely interventions to improve patient safety and clinical outcomes.,1
course_1,ch_1_02,les_1_02_04,topic_1_02_04_1,Contain the Breach – Incident Reporting & Escalation Pathways,https://www.youtube.com/watch?v=sgbmYFiz9JU,Implements a streamlined incident reporting and escalation process for rapid risk mitigation. Enhances accountability and reinforces healthcare safety compliance.,1
course_1,ch_1_02,les_1_02_05,topic_1_02_05_1,Biohazard Defense – Infection Control Protocols & Isolation Measures,https://www.youtube.com/watch?v=hioSDMy5SV8,Enforces stringent infection control protocols and isolation measures to prevent contamination. Protects patients and staff while meeting global healthcare safety standards.,1
course_1,ch_1_02,les_1_02_06,topic_1_02_06_1,Guard the Records – EMR/EHR Data Integrity & Access Logs,https://www.youtube.com/watch?v=VXiqaXK7BfQ,"Safeguards EMR/EHR integrity through robust data security and access control. Maintains accurate patient records, ensuring trust, compliance, and reliable clinical decisions.",1
course_1,ch_1_02,les_1_02_07,topic_1_02_07_1,First Hospital Drill – Ward & Facility Compliance Sweep,https://www.youtube.com/watch?v=iI9E3Z0FPHo,"Conducts a comprehensive ward and facility compliance audit to verify safety standards. Reinforces best practices, reduces risk, and strengthens hospital-wide quality systems.",1
course_1,ch_1_02,les_1_02_08,topic_1_02_08_1,Emergency Response Simulation – From Alarm to Action,https://www.youtube.com/watch?v=_zeRsyp-8s8,"Prepares teams for real-world emergencies with rapid response training. Enhances coordination, confidence, and effectiveness in critical situations.",1
course_1,ch_1_02,les_1_02_09,topic_1_02_09_1,The Grand Ward Game – Multi-Department QA/QC Coordination Challenge,https://www.youtube.com/watch?v=dJEf1Vgr9No,Promotes interdepartmental collaboration through a dynamic QA/QC challenge. Encourages teamwork while driving compliance and improving quality performance.,1
course_1,ch_1_02,les_1_02_10,topic_1_02_10_1,Command Debrief – Findings Review & Strategy Redesign,https://www.youtube.com/watch?v=vi1twOsoZJ0,Delivers a data-driven review of audit and simulation outcomes. Provides actionable insights to optimize processes and elevate operational efficiency.,1
course_1,ch_1_03,les_1_03_01,topic_1_03_01_1,"Blueprint of GMP – Principles, History & Core Requirements",https://www.youtube.com/watch?v=1o-6_AG4FpM ,"Provides a concise overview of GMP, tracing its history, core principles, and regulatory requirements to ensure compliant and efficient pharmaceutical operations.",1
course_1,ch_1_03,les_1_03_02,topic_1_03_02_1,Facility Fortress – Cleanroom Classifications & Environmental Controls,https://www.youtube.com/watch?v=pPFCWyd1ERs ,Covers cleanroom classifications and environmental control standards.Ensures facility compliance and optimal operational hygiene.,1
course_1,ch_1_03,les_1_03_03,topic_1_03_03_1,"Personnel in Command – Gowning, Hygiene & Cross-Contamination Barriers",https://www.youtube.com/watch?v=Us0W2VCIBSM ,"Covers proper gowning, hygiene practices, and barriers to prevent cross-contamination. These measures ensure personnel maintain product integrity and a safe manufacturing environment.",1
course_1,ch_1_03,les_1_03_04,topic_1_03_04_1,"Documented Truth – Batch Records, Logbooks & Controlled Documentation",https://www.youtube.com/watch?v=j0fzFGN4-iY,"Batch records, logbooks, and controlled documentation form the backbone of GMP compliance. They ensure accuracy, traceability, and reliability in all manufacturing processes.",1
course_1,ch_1_03,les_1_03_05,topic_1_03_05_1,"Raw Material Gatekeeping – Sampling, Storage & Supplier Qualification",https://www.youtube.com/watch?v=ObgszmeRzlQ,"Sampling, storage, and supplier qualification ensure raw materials meet quality standards. These practices safeguard product integrity and support regulatory compliance.",1
course_1,ch_1_03,les_1_03_06,topic_1_03_06_1,"Line of Defense – Equipment Validation, Cleaning & Maintenance Cycles",https://www.youtube.com/watch?v=nQhaM161mS0,"Equipment validation, cleaning, and maintenance cycles ensure reliable and compliant operations. These practices protect product quality and minimize operational risks.",1
course_1,ch_1_03,les_1_03_07,topic_1_03_07_1,The Critical Path – Process Validation & Change Control Systems,https://www.youtube.com/watch?v=EiKo4GCcCak,Process validation and change control systems ensure consistent product quality. They streamline operations while maintaining regulatory compliance and control.,1
course_1,ch_1_03,les_1_03_08,topic_1_03_08_1,Quality on the Floor – In-Process Controls & Batch Release Protocols,https://www.youtube.com/watch?v=zD127-VckOs,"In-process controls and batch release protocols ensure products meet quality standards. They enable safe, efficient, and compliant manufacturing operations.",1
course_1,ch_1_03,les_1_03_09,topic_1_03_09_1,"Regulatory Battlefield – WHO, USFDA, EU vs Indian GMP Codes",https://www.youtube.com/watch?v=Aw0N6AMLAZ4,"WHO, USFDA, EU, and Indian GMP codes define global regulatory standards. Understanding these frameworks ensures compliance and smooth international operations.",1
course_1,ch_1_03,les_1_03_10,topic_1_03_10_1,GMP War Game – Full-Scale Production Floor Compliance Simulation,https://www.youtube.com/watch?v=rNORcBFrjnk,"Full-scale production floor simulations train teams in GMP compliance. They enhance readiness, accuracy, and operational efficiency in real-world scenarios.",1
course_1,ch_1_04,les_1_04_01,topic_1_04_01_1,"The SOP Arsenal – Structure, Scope & Regulatory Mandates",https://www.youtube.com/watch?v=rLGGupfiEJ0,"Standard Operating Procedures define structure, scope, and regulatory requirements. They ensure consistent, compliant, and efficient operations across all processes.",1
course_1,ch_1_04,les_1_04_02,topic_1_04_02_1,"Writing That Commands – Clarity, Precision & Zero-Ambiguity Rules",https://www.youtube.com/watch?v=qOWsIu0rBLc,"Clarity, precision, and zero-ambiguity rules guide effective documentation. They ensure instructions are accurate, compliant, and easily actionable.",1
course_1,ch_1_04,les_1_04_03,topic_1_04_03_1,"Controlled Evolution – Version Control, Review Cycles & Change Logs",https://www.youtube.com/watch?v=Qx_sB282BGQ,"Version control, review cycles, and change logs manage document evolution. They ensure traceability, accountability, and regulatory compliance.",1
course_1,ch_1_04,les_1_04_04,topic_1_04_04_1,"Validation Warfare – IQ, OQ, PQ & System Qualification Essentials",https://www.youtube.com/watch?v=VvZ7N9_461g,"IQ, OQ, PQ, and system qualifications ensure equipment and processes perform reliably. These validations safeguard product quality and regulatory compliance.",1
course_1,ch_1_04,les_1_04_05,topic_1_04_05_1,"Critical Protocols – Cleaning, Equipment & Safety SOPs in Action",https://www.youtube.com/watch?v=ObZf0j7a7e0,"Cleaning, equipment, and safety SOPs guide critical operational protocols. They ensure compliance, efficiency, and a safe manufacturing environment.",1
course_1,ch_1_04,les_1_04_06,topic_1_04_06_1,"Human Factor – Training, Compliance Tracking & Competency Records",https://www.youtube.com/watch?v=Z-oIR_f8wqM,"Training, compliance tracking, and competency records manage human factors in operations. They ensure staff are skilled, accountable, and aligned with GMP standards.",1
course_1,ch_1_04,les_1_04_07,topic_1_04_07_1,Gaps & Breaches – SOP Deviation Handling & Escalation Models,https://www.youtube.com/watch?v=CtSjUi44J4M,SOP deviations and escalation models address operational gaps and breaches. They ensure timely corrective actions and maintain compliance integrity.,1
course_1,ch_1_04,les_1_04_08,topic_1_04_08_1,"Digital Command – eSOP Systems, Access Hierarchies & 21 CFR Part 11",https://www.youtube.com/watch?v=u8o1JYsZSvI,"eSOP systems, access hierarchies, and 21 CFR Part 11 compliance digitize documentation control. They ensure secure, traceable, and regulatory-aligned operations.",1
course_1,ch_1_04,les_1_04_09,topic_1_04_09_1,Audit Crossfire – SOP Review Under Regulatory Inspection Pressure,https://www.youtube.com/watch?v=xws2FipkAAQ,"SOP reviews under regulatory inspections ensure audit readiness. They identify gaps, enforce compliance, and strengthen operational accountability.",1
course_1,ch_1_04,les_1_04_10,topic_1_04_10_1,The Validation Gauntlet – Full-Scale SOP Creation & Enforcement Drill,https://www.youtube.com/watch?v=Eucs_vDipA4,"Full-scale SOP creation and enforcement drills test process rigor. They ensure thorough validation, compliance, and operational excellence.",1
course_1,ch_1_05,les_1_05_01,topic_1_05_01_1,Breach Point – Types of Deviations & First-Response Protocols,https://www.youtube.com/watch?v=wVEjckm5qZ4,Types of deviations and first-response protocols define breach management. They ensure swift corrective actions and maintain process integrity.,1
course_1,ch_1_05,les_1_05_02,topic_1_05_02_1,Rapid Fire – Immediate Containment & Impact Assessment Tactics,https://www.youtube.com/watch?v=fO3aB0hXaDg,Immediate containment and impact assessment tactics enable rapid response. They minimize risks and ensure operational continuity.,1
course_1,ch_1_05,les_1_05_03,topic_1_05_03_1,"Data Drill – Deviation Registers, Logs & Trending Analysis",https://www.youtube.com/watch?v=XqtEWbdK1p0,"Deviation registers, logs, and trending analysis track operational anomalies. They provide actionable insights to prevent recurrence and improve compliance.",1
course_1,ch_1_05,les_1_05_04,topic_1_05_04_1,"Mapping the Chaos – Fishbone, 5 Whys & Fault Tree Tools",https://www.youtube.com/watch?v=k6zpnkoODpE,"Fishbone diagrams, 5 Whys, and fault tree tools analyze root causes of issues. They streamline problem-solving and strengthen process reliability.",1
course_1,ch_1_05,les_1_05_05,topic_1_05_05_1,Root Cause Warfare – From Symptom to True Origin,https://www.youtube.com/watch?v=dqfTSByCy-o,Root cause analysis traces issues from symptoms to their true origin. It drives effective corrective actions and long-term process improvement.,1
course_1,ch_1_05,les_1_05_06,topic_1_05_06_1,Crossfire Controls – Human Error vs Systemic Failure Distinction,https://www.youtube.com/watch?v=4iZF5O4EnbM,Distinguishing human errors from systemic failures sharpens control strategies. It enables targeted interventions and strengthens process reliability.,1
course_1,ch_1_05,les_1_05_07,topic_1_05_07_1,"Evidence Arsenal – Documentation, Witness Reports & Proof Trails",https://www.youtube.com/watch?v=wNOI6FgeTys,"Documentation, witness reports, and proof trails build a robust evidence arsenal. They ensure accountability, traceability, and regulatory compliance.",1
course_1,ch_1_05,les_1_05_08,topic_1_05_08_1,"The Escalation Ladder – Minor, Major, Critical Deviation Handling",https://www.youtube.com/watch?v=4UQxkme7k5M,"Minor, major, and critical deviations are managed through structured escalation ladders. This ensures timely resolution and maintains process integrity.",1
course_1,ch_1_05,les_1_05_09,topic_1_05_09_1,Simulation Siege – End-to-End Deviation Case Battle,https://www.youtube.com/watch?v=QNwBjlmlWUM,"End-to-end deviation case simulations test response strategies. They enhance readiness, decision-making, and compliance under realistic scenarios.",1
course_1,ch_1_06,les_1_06_01,topic_1_06_01_1,CAPA Command – Core Concepts & Regulatory Expectations,https://www.youtube.com/watch?v=wetTEunxb2I,Core CAPA concepts define corrective and preventive strategies. They align processes with regulatory expectations and ensure continuous quality improvement.,1
course_1,ch_1_06,les_1_06_02,topic_1_06_02_1,From Firefight to Framework – CAPA Lifecycle Stages Explained,https://www.youtube.com/watch?v=u2JvvN7Djrc,The CAPA lifecycle guides issues from identification to closure. Structured stages ensure consistent resolution and compliance.,1
course_1,ch_1_06,les_1_06_03,topic_1_06_03_1,AI at the Frontline – Machine Learning for Deviation Pattern Detection,https://www.youtube.com/watch?v=SQp_exO_INU,Machine learning detects deviation patterns in real time. This accelerates root cause identification and preventive planning.,1
course_1,ch_1_06,les_1_06_04,topic_1_06_04_1,"Smart Triggers – Automated Alerts, Dashboards & Risk Prioritization",https://www.youtube.com/watch?v=CWpIQx1vwFE,Automated alerts and dashboards enable proactive risk management. They prioritize actions and improve operational oversight.,1
course_1,ch_1_06,les_1_06_05,topic_1_06_05_1,Escalation Pathways – Local vs Global CAPA Decision Chains,https://www.youtube.com/watch?v=sJ8md53XM08,"Local and global decision chains guide deviation escalation. They ensure timely, appropriate, and compliant interventions.",1
course_1,ch_1_06,les_1_06_06,topic_1_06_06_1,Precision Counterstrikes – Corrective vs Preventive Action Differentiation,https://www.youtube.com/watch?v=a2zLoRZtmFs,Differentiating corrective and preventive actions sharpens CAPA effectiveness. It ensures targeted responses and long-term process stability.,1
course_1,ch_1_06,les_1_06_07,topic_1_06_07_1,Evidence Intelligence – AI-Supported Root Cause Verification,https://www.youtube.com/watch?v=0uLXY-l5Ik4,AI-supported verification strengthens evidence for root cause analysis. It improves accuracy and regulatory defensibility.,1
course_1,ch_1_06,les_1_06_08,topic_1_06_08_1,"System Defense – Integrating CAPA with QMS, LIMS & eTMF Platforms",https://www.youtube.com/watch?v=_oufzayrB1I,"Integrating CAPA with QMS, LIMS, and eTMF platforms ensures seamless compliance. It centralizes data for efficiency and audit readiness.",1
course_1,ch_1_06,les_1_06_09,topic_1_06_09_1,Audit Heat – CAPA Case Studies Under FDA/WHO Inspection Pressure,https://www.youtube.com/watch?v=EFiCnWnJLpE,CAPA case studies under regulatory scrutiny reveal best practices. They highlight strategies to maintain compliance under inspection pressure.,1
course_1,ch_1_06,les_1_06_10,topic_1_06_10_1,The CAPA War Room – AI-Simulated Escalation & Full CAPA Closure Drill,https://www.youtube.com/watch?v=XoBIXpkZgwg,"AI-driven simulations test full CAPA escalation and closure. They enhance readiness, decision-making, and process control.",1
